 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: Menor 1 ano
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"231320 Tamboril";15;7;18;40
"231325 Tarrafas";-;-;6;6
"231330 Tauá";1;15;10;26
"231335 Tejuçuoca";13;12;2;27
"231340 Tianguá";58;57;54;169
"231350 Trairi";22;47;18;87
"231355 Tururu";4;-;3;7
"231360 Ubajara";17;23;22;62
"231370 Umari";5;6;6;17
"231375 Umirim";-;3;5;8
"231380 Uruburetama";35;32;25;92
"231390 Uruoca";4;7;13;24
"231395 Varjota";10;6;7;23
"231400 Várzea Alegre";9;6;9;24
"231410 Viçosa do Ceará";82;70;58;210
"230000 Município ignorado - CE";9;68;5;82
"240010 Acari";9;13;5;27
"240020 Açu";3;4;20;27
"240030 Afonso Bezerra";18;14;5;37
"240050 Alexandria";1;1;-;2
"240080 Angicos";20;8;11;39
"240090 Antônio Martins";2;-;-;2
"240100 Apodi";39;33;23;95
"240110 Areia Branca";4;5;5;14
"240120 Arês";11;9;13;33
"240130 Augusto Severo";3;5;3;11
"240140 Baía Formosa";5;5;13;23
"240145 Baraúna";3;6;5;14
"240150 Barcelona";6;5;5;16
"240160 Bento Fernandes";1;-;-;1
"240170 Bom Jesus";2;-;7;9
"240180 Brejinho";26;13;10;49
"240190 Caiçara do Rio do Vento";4;4;6;14
"240200 Caicó";40;39;38;117
"240210 Campo Redondo";11;2;3;16
"240220 Canguaretama";10;5;10;25
"240230 Caraúbas";3;5;7;15
"240240 Carnaúba dos Dantas";8;2;2;12
"240250 Carnaubais";1;-;3;4
"240260 Ceará-Mirim";38;37;55;130
"240270 Cerro Corá";8;14;7;29
"240280 Coronel Ezequiel";15;7;8;30
"240290 Coronel João Pessoa";1;-;-;1
"240300 Cruzeta";5;3;9;17
"240310 Currais Novos";27;24;14;65
"240320 Doutor Severiano";-;-;3;3
"240340 Equador";2;8;3;13
"240350 Espírito Santo";2;3;4;9
"240360 Extremoz";-;1;4;5
"240370 Felipe Guerra";3;3;1;7
"240380 Florânia";12;2;7;21
"240390 Francisco Dantas";-;1;-;1
"240400 Frutuoso Gomes";-;-;1;1
"240420 Goianinha";13;15;16;44
"240430 Governador Dix-Sept Rosado";3;5;1;9
"240440 Grossos";1;-;3;4
"240450 Guamaré";2;-;5;7
"240460 Ielmo Marinho";-;3;3;6
"240470 Ipanguaçu";2;4;1;7
"240490 Itaú";6;6;1;13
"240500 Jaçanã";2;3;7;12
"240510 Jandaíra";11;11;6;28
"240520 Janduís";6;-;1;7
"240530 Januário Cicco";-;-;4;4
"240540 Japi";-;-;7;7
"240550 Jardim de Angicos";-;1;-;1
"240560 Jardim de Piranhas";4;-;5;9
"240570 Jardim do Seridó";13;1;6;20
"240580 João Câmara";22;2;15;39
"240590 João Dias";2;1;2;5
"240600 José da Penha";1;-;1;2
"240610 Jucurutu";8;7;7;22
"240620 Lagoa d'Anta";-;-;2;2
"240630 Lagoa de Pedras";1;-;2;3
"240650 Lagoa Nova";12;6;3;21
"240660 Lagoa Salgada";-;-;3;3
"240670 Lajes";4;5;2;11
"240680 Lajes Pintadas";1;-;-;1
"240700 Luís Gomes";1;3;6;10
"240710 Macaíba";9;8;26;43
"240720 Macau";8;13;10;31
"240730 Marcelino Vieira";2;1;5;8
"240740 Martins";1;-;1;2
"240750 Maxaranguape";4;2;8;14
"240770 Montanhas";-;-;2;2
"240780 Monte Alegre";2;1;7;10
"240790 Monte das Gameleiras";3;7;7;17
"240800 Mossoró";116;82;83;281
"240810 Natal";342;311;611;1264
"240820 Nísia Floresta";5;1;6;12
"240830 Nova Cruz";45;39;28;112
"240840 Olho-d'Água do Borges";-;-;1;1
"240850 Ouro Branco";2;2;-;4
"240870 Paraú";1;-;1;2
"240880 Parazinho";8;4;3;15
"240890 Parelhas";22;22;15;59
"240325 Parnamirim";63;59;74;196
"240910 Passa e Fica";13;8;-;21
"240920 Passagem";-;-;2;2
"240930 Patu";4;2;6;12
"240940 Pau dos Ferros";22;11;9;42
"240950 Pedra Grande";-;3;1;4
"240960 Pedra Preta";-;1;1;2
"240970 Pedro Avelino";3;1;3;7
"240980 Pedro Velho";-;1;8;9
"240990 Pendências";1;6;16;23
"241000 Pilões";1;-;-;1
"241010 Poço Branco";7;14;13;34
"241020 Portalegre";-;1;6;7
"241040 Pureza";4;1;11;16
"241050 Rafael Fernandes";-;-;1;1
"241060 Rafael Godeiro";3;1;-;4
"241070 Riacho da Cruz";1;-;1;2
"241080 Riacho de Santana";-;-;1;1
"241090 Riachuelo";5;4;7;16
"241100 Rodolfo Fernandes";1;2;1;4
"241110 Ruy Barbosa";1;1;3;5
"241120 Santa Cruz";10;8;23;41
"241140 Santana do Matos";18;13;6;37
"241142 Santana do Seridó";-;1;-;1
"241150 Santo Antônio";-;-;9;9
"241160 São Bento do Norte";2;1;2;5
"241170 São Bento do Trairí";4;-;-;4
"241180 São Fernando";3;1;1;5
"241190 São Francisco do Oeste";6;1;7;14
"241200 São Gonçalo do Amarante";5;8;30;43
"241210 São João do Sabugi";1;-;3;4
"241220 São José de Mipibu";9;6;41;56
"241230 São José do Campestre";-;1;5;6
"241240 São José do Seridó";2;3;2;7
"241250 São Miguel";6;1;3;10
"241260 São Paulo do Potengi";10;14;10;34
"241270 São Pedro";-;1;1;2
"241280 São Rafael";4;3;1;8
"241290 São Tomé";19;11;10;40
"241300 São Vicente";3;6;2;11
"241310 Senador Elói de Souza";-;1;1;2
"241320 Senador Georgino Avelino";-;-;1;1
"241030 Serra Caiada";-;-;2;2
"241330 Serra de São Bento";8;1;3;12
"241335 Serra do Mel";-;3;-;3
"241340 Serra Negra do Norte";2;1;-;3
"241350 Serrinha";7;1;3;11
"241360 Severiano Melo";-;2;1;3
"241370 Sítio Novo";1;1;-;2
"241380 Taboleiro Grande";2;-;2;4
"241390 Taipu";2;2;4;8
"241400 Tangará";10;10;15;35
"241410 Tenente Ananias";-;-;1;1
"241420 Tibau do Sul";-;1;4;5
"241430 Timbaúba dos Batistas";-;1;-;1
"241440 Touros";14;9;14;37
"241450 Umarizal";1;-;12;13
"241460 Upanema";3;9;1;13
"241470 Várzea";1;-;1;2
"241480 Vera Cruz";-;-;4;4
"241490 Viçosa";1;-;-;1
"241500 Vila Flor";-;-;1;1
"240000 Município ignorado - RN";-;1;23;24
"250010 Água Branca";1;-;2;3
"250020 Aguiar";6;4;4;14
"250030 Alagoa Grande";5;38;25;68
"250040 Alagoa Nova";23;16;25;64
"250050 Alagoinha";59;15;9;83
"250060 Alhandra";19;14;17;50
"250080 Araçagi";31;26;13;70
"250090 Arara";30;17;15;62
"250100 Araruna";50;34;33;117
"250110 Areia";44;30;21;95
"250120 Areial";4;1;-;5
"250130 Aroeiras";5;3;1;9
"250140 Baía da Traição";1;-;-;1
"250150 Bananeiras";12;14;6;32
"250160 Barra de Santa Rosa";32;13;7;52
"250170 Barra de São Miguel";4;4;5;13
"250180 Bayeux";34;31;14;79
"250190 Belém";22;9;12;43
"250200 Belém do Brejo do Cruz";7;3;3;13
"250220 Bom Jesus";2;1;-;3
"250230 Bom Sucesso";-;1;-;1
"250240 Bonito de Santa Fé";4;-;-;4
"250250 Boqueirão";18;11;6;35
"250270 Borborema";9;7;4;20
"250280 Brejo do Cruz";3;2;6;11
"250290 Brejo dos Santos";2;-;1;3
"250300 Caaporã";26;20;27;73
"250310 Cabaceiras";3;5;-;8
"250320 Cabedelo";21;19;6;46
"250330 Cachoeira dos Índios";6;2;6;14
"250340 Cacimba de Areia";2;2;2;6
"250350 Cacimba de Dentro";51;27;21;99
"250360 Caiçara";10;4;1;15
"250370 Cajazeiras";33;36;40;109
"250380 Caldas Brandão";-;1;3;4
"250390 Camalaú";10;12;-;22
"250400 Campina Grande";440;320;330;1090
"250410 Carrapateira";-;-;1;1
"250420 Catingueira";-;1;-;1
"250430 Catolé do Rocha";1;1;7;9
"250450 Condado";1;-;1;2
"250460 Conde";9;22;9;40
"250470 Congo";2;7;3;12
"250480 Coremas";29;21;12;62
"250490 Cruz do Espírito Santo";27;15;21;63
"250500 Cubati";4;1;4;9
"250510 Cuité";61;34;30;125
"250520 Cuitegi";5;4;6;15
"250540 Desterro";-;-;1;1
"250560 Diamante";1;1;1;3
"250570 Dona Inês";8;1;4;13
"250580 Duas Estradas";21;11;4;36
"250590 Emas";-;-;2;2
"250600 Esperança";50;39;22;111
"250610 Fagundes";21;-;2;23
"250620 Frei Martinho";1;2;-;3
"250630 Guarabira";74;72;46;192
"250640 Gurinhém";1;-;-;1
"250650 Gurjão";3;6;1;10
"250660 Ibiara";3;2;2;7
"250260 Igaracy";2;1;3;6
"250670 Imaculada";-;3;16;19
"250680 Ingá";45;30;3;78
"250690 Itabaiana";29;22;36;87
"250700 Itaporanga";4;5;1;10
"250710 Itapororoca";17;13;7;37
"250720 Itatuba";19;9;17;45
"250730 Jacaraú";2;-;-;2
"250740 Jericó";2;1;1;4
"250750 João Pessoa";400;324;266;990
"250760 Juarez Távora";12;14;7;33
"250770 Juazeirinho";4;12;4;20
"250780 Junco do Seridó";-;2;5;7
"250790 Juripiranga";20;11;10;41
"250800 Juru";21;9;6;36
"250810 Lagoa";7;5;-;12
"250820 Lagoa de Dentro";15;18;10;43
"250830 Lagoa Seca";13;23;41;77
"250840 Lastro";3;1;1;5
"250850 Livramento";1;4;1;6
"250870 Mãe d'Água";2;-;1;3
"250880 Malta";1;2;-;3
"250890 Mamanguape";121;70;42;233
"250900 Manaíra";4;1;1;6
"250910 Mari";63;54;35;152
"250920 Massaranduba";1;2;9;12
"250930 Mataraca";29;15;5;49
"250940 Mogeiro";45;22;20;87
"250950 Montadas";17;10;7;34
"250960 Monte Horebe";1;-;-;1
"250970 Monteiro";79;74;42;195
"250980 Mulungu";11;15;16;42
"250990 Natuba";4;8;11;23
"251000 Nazarezinho";5;3;3;11
"251010 Nova Floresta";21;18;12;51
"251020 Nova Olinda";2;13;3;18
"251030 Nova Palmeira";4;1;2;7
"251050 Olivedos";4;5;8;17
"251070 Passagem";-;1;2;3
"251080 Patos";57;49;20;126
"251090 Paulista";3;-;-;3
"251100 Pedra Branca";1;1;-;2
"251110 Pedra Lavrada";2;3;1;6
"251120 Pedras de Fogo";31;19;29;79
"251140 Picuí";60;35;20;115
"251150 Pilar";39;21;21;81
"251160 Pilões";14;12;7;33
"251170 Pilõezinhos";8;5;4;17
"251180 Pirpirituba";17;13;8;38
"251190 Pitimbu";-;4;4;8
"251200 Pocinhos";22;18;5;45
"251210 Pombal";28;10;5;43
"251220 Prata";5;5;1;11
"251230 Princesa Isabel";30;18;13;61
"251240 Puxinanã";16;9;7;32
"251250 Queimadas";12;10;7;29
"251260 Quixabá";-;1;-;1
"251270 Remígio";51;13;22;86
"251290 Rio Tinto";30;20;19;69
"251310 Salgado de São Félix";28;16;10;54
"251320 Santa Cruz";-;-;1;1
"251330 Santa Helena";5;3;4;12
"251340 Santa Luzia";12;11;9;32
"251370 Santa Rita";176;198;145;519
"251380 Santa Teresinha";1;1;1;3
"251350 Santana de Mangueira";1;4;3;8
"251390 São Bento";5;9;10;24
"251400 São João do Cariri";-;1;1;2
"250070 São João do Rio do Peixe";23;10;9;42
"251410 São João do Tigre";8;7;1;16
"251430 São José de Caiana";-;-;1;1
"251440 São José de Espinharas";8;3;4;15
"251450 São José de Piranhas";15;13;9;37
"251460 São José do Bonfim";-;2;-;2
"251470 São José do Sabugi";6;-;-;6
"251490 São Mamede";11;12;3;26
"251510 São Sebastião de Lagoa de Roça";14;18;6;38
"251520 São Sebastião do Umbuzeiro";7;5;4;16
"251540 São Vicente do Seridó";12;10;1;23
"251530 Sapé";131;90;70;291
"251550 Serra Branca";3;4;5;12
"251560 Serra da Raiz";5;9;4;18
"251580 Serra Redonda";17;5;5;27
"251590 Serraria";13;10;11;34
"251600 Solânea";52;46;37;135
"251610 Soledade";1;-;-;1
"251620 Sousa";29;39;25;93
"251630 Sumé";13;19;15;47
"251640 Tacima";14;8;8;30
"251650 Taperoá";-;-;9;9
"251660 Tavares";-;-;5;5
"251670 Teixeira";1;-;-;1
"251680 Triunfo";20;8;12;40
"251700 Umbuzeiro";17;13;4;34
"251710 Várzea";1;-;1;2
"250000 Município ignorado - PB";5;16;10;31
"260005 Abreu e Lima";40;41;29;110
"260010 Afogados da Ingazeira";4;19;29;52
"260020 Afrânio";4;6;2;12
"260030 Agrestina";58;39;23;120
"260040 Água Preta";112;55;67;234
"260050 Águas Belas";54;33;24;111
"260060 Alagoinha";13;14;4;31
"260070 Aliança";72;65;60;197
"260080 Altinho";66;53;29;148
"260090 Amaraji";32;48;32;112
"260100 Angelim";16;14;10;40
"260110 Araripina";3;4;2;9
"260120 Arcoverde";96;91;69;256
"260130 Barra de Guabiraba";23;23;13;59
"260140 Barreiros";73;48;35;156
"260150 Belém de Maria";38;20;35;93
"260160 Belém do São Francisco";1;2;2;5
"260170 Belo Jardim";243;170;155;568
"260180 Betânia";2;1;2;5
"260190 Bezerros";122;119;77;318
"260200 Bodocó";11;16;23;50
"260210 Bom Conselho";76;47;58;181
"260220 Bom Jardim";26;35;27;88
"260230 Bonito";75;39;33;147
"260240 Brejão";36;25;31;92
"260250 Brejinho";1;-;7;8
"260260 Brejo da Madre de Deus";98;73;42;213
"260270 Buenos Aires";14;23;14;51
"260280 Buíque";15;7;6;28
"260290 Cabo de Santo Agostinho";128;173;164;465
"260300 Cabrobó";15;14;10;39
"260310 Cachoeirinha";17;14;4;35
"260320 Caetés";4;2;8;14
"260330 Calçado";28;17;17;62
"260340 Calumbi";1;1;2;4
"260345 Camaragibe";70;70;85;225
"260350 Camocim de São Félix";57;67;27;151
"260360 Camutanga";14;20;10;44
"260370 Canhotinho";76;69;54;199
"260380 Capoeiras";23;20;12;55
"260390 Carnaíba";10;7;9;26
"260400 Carpina";73;90;59;222
"260410 Caruaru";447;328;301;1076
"260420 Catende";47;33;33;113
"260430 Cedro";2;2;1;5
"260440 Chã de Alegria";30;21;24;75
"260450 Chã Grande";21;35;14;70
"260460 Condado";45;38;31;114
"260470 Correntes";55;62;31;148
"260480 Cortês";89;50;52;191
"260490 Cumaru";26;16;16;58
"260500 Cupira";43;14;27;84
"260510 Custódia";26;31;31;88
"260520 Escada";119;115;81;315
"260530 Exu";1;5;3;9
"260540 Feira Nova";59;28;29;116
"260550 Ferreiros";-;8;6;14
"260560 Flores";-;3;7;10
"260570 Floresta";2;5;4;11
"260580 Frei Miguelinho";1;3;3;7
"260590 Gameleira";49;30;33;112
"260600 Garanhuns";248;197;195;640
"260610 Glória do Goitá";29;24;16;69
"260620 Goiana";83;56;59;198
"260630 Granito";-;-;1;1
"260640 Gravatá";65;90;69;224
"260650 Iati";1;3;-;4
"260660 Ibimirim";25;6;7;38
"260670 Ibirajuba";19;18;4;41
"260680 Igarassu";79;97;64;240
"260690 Iguaracy";5;7;3;15
"260760 Ilha de Itamaracá";8;9;13;30
"260700 Inajá";3;2;-;5
"260710 Ingazeira";1;2;4;7
"260720 Ipojuca";114;88;84;286
"260730 Ipubi";15;14;33;62
"260750 Itaíba";-;1;-;1
"260765 Itambé";43;33;30;106
"260770 Itapetim";3;-;4;7
"260775 Itapissuma";24;30;14;68
"260780 Itaquitinga";28;38;19;85
"260790 Jaboatão dos Guararapes";368;401;328;1097
"260800 Jataúba";39;34;11;84
"260810 João Alfredo";90;32;32;154
"260820 Joaquim Nabuco";68;50;30;148
"260825 Jucati";35;25;27;87
"260830 Jupi";47;43;29;119
"260840 Jurema";62;65;33;160
"260850 Lagoa de Itaenga";31;45;38;114
"260845 Lagoa do Carro";7;10;9;26
"260860 Lagoa do Ouro";16;11;13;40
"260870 Lagoa dos Gatos";10;12;3;25
"260880 Lajedo";68;66;57;191
"260890 Limoeiro";83;81;69;233
"260900 Macaparana";55;65;58;178
"260910 Machados";9;17;13;39
"260920 Maraial";73;54;58;185
"260930 Mirandiba";1;3;4;8
"260940 Moreno";46;57;32;135
"260950 Nazaré da Mata";28;24;18;70
"260960 Olinda";276;312;220;808
"260970 Orobó";14;39;8;61
"260980 Orocó";2;1;1;4
"260990 Ouricuri";1;6;18;25
"261000 Palmares";140;116;89;345
"261010 Palmeirina";10;23;18;51
"261020 Panelas";69;52;35;156
"261030 Paranatama";14;12;5;31
"261040 Parnamirim";-;4;7;11
"261050 Passira";29;31;24;84
"261060 Paudalho";90;99;56;245
"261070 Paulista";114;114;105;333
"261080 Pedra";27;19;26;72
"261090 Pesqueira";141;99;93;333
"261100 Petrolândia";26;36;10;72
"261110 Petrolina";102;95;108;305
"261120 Poção";63;23;35;121
"261130 Pombos";28;29;11;68
"261140 Primavera";8;5;11;24
"261150 Quipapá";98;66;58;222
"261153 Quixaba";-;-;3;3
"261160 Recife";1028;1008;860;2896
"261170 Riacho das Almas";67;38;12;117
"261180 Ribeirão";137;38;56;231
"261190 Rio Formoso";111;88;76;275
"261200 Sairé";37;24;21;82
"261210 Salgadinho";15;6;8;29
"261220 Salgueiro";6;10;20;36
"261230 Saloá";19;17;14;50
"261240 Sanharó";4;7;12;23
"261245 Santa Cruz";17;19;10;46
"261247 Santa Cruz da Baixa Verde";3;6;13;22
"261250 Santa Cruz do Capibaribe";89;69;5;163
"261260 Santa Maria da Boa Vista";12;16;13;41
"261270 Santa Maria do Cambucá";4;8;3;15
"261280 Santa Terezinha";9;9;19;37
"261290 São Benedito do Sul";18;10;15;43
"261300 São Bento do Una";75;75;47;197
"261310 São Caitano";125;99;50;274
"261320 São João";43;43;45;131
"261330 São Joaquim do Monte";68;49;27;144
"261340 São José da Coroa Grande";32;32;31;95
"261350 São José do Belmonte";7;3;3;13
"261360 São José do Egito";8;19;20;47
"261370 São Lourenço da Mata";69;97;58;224
"261380 São Vicente Ferrer";18;25;13;56
"261390 Serra Talhada";68;68;46;182
"261400 Serrita";-;2;-;2
"261410 Sertânia";41;20;23;84
"261420 Sirinhaém";84;12;25;121
"261440 Solidão";6;7;4;17
"261450 Surubim";50;69;43;162
"261460 Tabira";14;16;18;48
"261470 Tacaimbó";39;22;14;75
"261480 Tacaratu";7;19;4;30
"261500 Taquaritinga do Norte";40;47;29;116
"261510 Terezinha";-;2;1;3
"261520 Terra Nova";3;-;-;3
"261530 Timbaúba";173;83;100;356
"261540 Toritama";57;42;23;122
"261550 Tracunhaém";24;8;7;39
"261560 Trindade";34;11;22;67
"261570 Triunfo";7;6;13;26
"261580 Tupanatinga";1;1;1;3
"261590 Tuparetama";11;14;8;33
"261600 Venturosa";14;7;10;31
"261610 Verdejante";1;2;-;3
"261618 Vertente do Lério";-;4;-;4
"261620 Vertentes";18;15;14;47
"261630 Vicência";14;31;18;63
"261640 Vitória de Santo Antão";134;122;100;356
"261650 Xexéu";60;33;26;119
"260000 Município ignorado - PE";32;38;54;124
"270010 Água Branca";25;13;4;42
"270020 Anadia";4;4;6;14
"270030 Arapiraca";215;214;160;589
"270040 Atalaia";12;6;7;25
"270050 Barra de Santo Antônio";18;4;15;37
"270060 Barra de São Miguel";18;15;13;46
"270070 Batalha";13;10;10;33
"270080 Belém";1;-;-;1
"270100 Boca da Mata";29;30;20;79
"270110 Branquinha";8;7;23;38
"270120 Cacimbinhas";-;-;1;1
"270130 Cajueiro";41;48;44;133
"270140 Campo Alegre";46;20;32;98
"270150 Campo Grande";2;-;-;2
"270160 Canapi";-;-;2;2
"270170 Capela";20;10;13;43
"270180 Carneiros";22;10;17;49
"270190 Chã Preta";7;7;14;28
"270200 Coité do Nóia";2;-;2;4
"270210 Colônia Leopoldina";6;5;15;26
"270220 Coqueiro Seco";7;-;7;14
"270230 Coruripe";79;90;83;252
"270235 Craíbas";33;26;23;82
"270240 Delmiro Gouveia";49;30;15;94
"270260 Feira Grande";1;1;2;4
"270270 Feliz Deserto";1;7;5;13
"270280 Flexeiras";27;15;30;72
"270290 Girau do Ponciano";8;-;1;9
"270300 Ibateguara";9;1;6;16
"270310 Igaci";2;3;2;7
"270320 Igreja Nova";3;3;6;12
"270330 Inhapi";8;4;1;13
"270350 Jacuípe";32;21;22;75
"270360 Japaratinga";16;4;6;26
"270370 Jaramataia";-;-;3;3
"270380 Joaquim Gomes";15;17;20;52
"270390 Jundiá";47;23;25;95
"270400 Junqueiro";3;2;1;6
"270410 Lagoa da Canoa";3;-;4;7
"270420 Limoeiro de Anadia";13;6;4;23
"270430 Maceió";731;583;584;1898
"270440 Major Isidoro";17;10;6;33
"270490 Mar Vermelho";-;-;1;1
"270450 Maragogi";30;16;21;67
"270460 Maravilha";11;9;6;26
"270470 Marechal Deodoro";87;50;102;239
"270480 Maribondo";1;2;1;4
"270500 Mata Grande";11;11;2;24
"270510 Matriz de Camaragibe";56;39;32;127
"270520 Messias";15;14;7;36
"270540 Monteirópolis";12;4;5;21
"270550 Murici";2;2;8;12
"270560 Novo Lino";30;35;25;90
"270570 Olho d'Água das Flores";56;44;42;142
"270580 Olho d'Água do Casado";7;8;5;20
"270590 Olho d'Água Grande";-;1;-;1
"270600 Olivença";-;1;-;1
"270610 Ouro Branco";1;1;-;2
"270620 Palestina";-;1;-;1
"270630 Palmeira dos Índios";25;12;13;50
"270640 Pão de Açúcar";22;15;21;58
"270642 Pariconha";11;10;5;26
"270644 Paripueira";23;11;8;42
"270650 Passo de Camaragibe";7;7;16;30
"270660 Paulo Jacinto";19;10;12;41
"270670 Penedo";78;59;68;205
"270680 Piaçabuçu";22;21;26;69
"270690 Pilar";41;5;28;74
"270700 Pindoba";-;3;2;5
"270710 Piranhas";44;21;35;100
"270720 Poço das Trincheiras";2;1;1;4
"270730 Porto Calvo";136;95;82;313
"270740 Porto de Pedras";10;13;7;30
"270750 Porto Real do Colégio";13;17;16;46
"270760 Quebrangulo";1;3;2;6
"270770 Rio Largo";41;23;29;93
"270780 Roteiro";23;15;32;70
"270790 Santa Luzia do Norte";12;9;15;36
"270800 Santana do Ipanema";4;1;3;8
"270810 Santana do Mundaú";1;1;2;4
"270820 São Brás";3;1;2;6
"270830 São José da Laje";66;104;78;248
"270840 São José da Tapera";5;8;1;14
"270850 São Luís do Quitunde";88;54;65;207
"270860 São Miguel dos Campos";41;23;33;97
"270870 São Miguel dos Milagres";3;1;3;7
"270880 São Sebastião";8;2;3;13
"270890 Satuba";2;3;8;13
"270895 Senador Rui Palmeira";1;-;1;2
"270900 Tanque d'Arca";1;-;-;1
"270910 Taquarana";22;19;11;52
"270915 Teotônio Vilela";13;44;97;154
"270920 Traipu";6;1;4;11
"270930 União dos Palmares";57;34;18;109
"270940 Viçosa";34;37;48;119
"270000 Município ignorado - AL";-;3;2;5
"280020 Aquidabã";4;7;13;24
"280030 Aracaju";386;568;403;1357
"280040 Arauá";5;3;5;13
"280050 Areia Branca";3;2;10;15
"280060 Barra dos Coqueiros";19;10;9;38
"280067 Boquim";3;13;8;24
"280070 Brejo Grande";21;1;5;27
"280100 Campo do Brito";9;4;4;17
"280110 Canhoba";1;1;7;9
"280120 Canindé de São Francisco";8;4;3;15
"280130 Capela";29;8;18;55
"280140 Carira";8;4;12;24
"280150 Carmópolis";4;7;15;26
"280160 Cedro de São João";5;1;3;9
"280170 Cristinápolis";13;16;16;45
"280190 Cumbe";4;6;5;15
"280200 Divina Pastora";-;-;2;2
"280210 Estância";16;26;42;84
"280220 Feira Nova";2;2;4;8
"280230 Frei Paulo";11;8;5;24
"280240 Gararu";1;3;2;6
"280250 General Maynard";3;1;2;6
"280260 Gracho Cardoso";6;2;8;16
"280270 Ilha das Flores";25;7;2;34
"280280 Indiaroba";8;3;5;16
"280290 Itabaiana";40;56;76;172
"280300 Itabaianinha";4;4;8;16
"280310 Itabi";1;3;3;7
"280320 Itaporanga d'Ajuda";-;1;2;3
"280330 Japaratuba";10;6;8;24
"280340 Japoatã";7;6;4;17
"280350 Lagarto";30;14;9;53
"280360 Laranjeiras";15;5;13;33
"280370 Macambira";2;2;2;6
"280390 Malhador";4;4;6;14
"280400 Maruim";19;4;17;40
"280410 Moita Bonita";3;4;2;9
"280420 Monte Alegre de Sergipe";5;10;26;41
"280430 Muribeca";4;3;3;10
"280440 Neópolis";23;7;16;46
"280445 Nossa Senhora Aparecida";3;3;3;9
"280450 Nossa Senhora da Glória";4;17;14;35
"280460 Nossa Senhora das Dores";12;5;15;32
"280470 Nossa Senhora de Lourdes";-;2;-;2
"280480 Nossa Senhora do Socorro";85;55;68;208
"280490 Pacatuba";8;6;4;18
"280510 Pedrinhas";1;1;6;8
"280520 Pinhão";4;5;7;16
"280530 Pirambu";4;1;2;7
"280540 Poço Redondo";16;12;6;34
"280550 Poço Verde";4;-;2;6
"280560 Porto da Folha";8;5;9;22
"280570 Propriá";19;19;43;81
"280580 Riachão do Dantas";2;2;3;7
"280590 Riachuelo";5;5;7;17
"280600 Ribeirópolis";6;8;10;24
"280610 Rosário do Catete";10;-;3;13
"280620 Salgado";4;-;4;8
"280630 Santa Luzia do Itanhy";2;1;4;7
"280650 Santa Rosa de Lima";-;3;1;4
"280640 Santana do São Francisco";-;3;8;11
"280660 Santo Amaro das Brotas";20;13;11;44
"280670 São Cristóvão";43;62;50;155
"280680 São Domingos";4;4;4;12
"280690 São Francisco";2;-;2;4
"280700 São Miguel do Aleixo";1;-;-;1
"280710 Simão Dias";1;5;4;10
"280720 Siriri";1;3;2;6
"280730 Telha";6;-;3;9
"280740 Tobias Barreto";38;6;40;84
"280750 Tomar do Geru";3;3;4;10
"280760 Umbaúba";4;4;8;16
"280000 Município ignorado - SE";-;3;172;175
"290010 Abaíra";1;1;2;4
"290020 Abaré";-;2;-;2
"290030 Acajutiba";29;23;13;65
"290040 Água Fria";17;18;6;41
"290060 Aiquara";6;1;1;8
"290070 Alagoinhas";113;159;119;391
"290080 Alcobaça";12;15;8;35
"290090 Almadina";14;11;11;36
"290100 Amargosa";22;25;33;80
"290110 Amélia Rodrigues";7;-;10;17
"290120 Anagé";1;3;1;5
"290130 Andaraí";17;17;13;47
"290135 Andorinha";2;1;-;3
"290140 Angical";2;1;1;4
"290160 Antas";-;1;1;2
"290180 Antônio Gonçalves";1;1;1;3
"290190 Aporá";5;4;4;13
"290195 Apuarema";1;4;4;9
"290205 Araças";14;13;8;35
"290210 Araci";3;1;2;6
"290220 Aramari";6;13;7;26
"290225 Arataca";3;3;9;15
"290230 Aratuípe";-;2;3;5
"290240 Aurelino Leal";36;21;25;82
"290250 Baianópolis";4;-;-;4
"290260 Baixa Grande";1;15;11;27
"290265 Banzaê";-;1;-;1
"290270 Barra";15;9;7;31
"290280 Barra da Estiva";11;12;15;38
"290290 Barra do Choça";1;2;1;4
"290310 Barra do Rocha";-;10;2;12
"290320 Barreiras";74;69;93;236
"290323 Barro Alto";-;-;1;1
"290330 Barro Preto";4;5;7;16
"290340 Belmonte";12;21;9;42
"290350 Belo Campo";-;1;-;1
"290360 Biritinga";4;1;2;7
"290370 Boa Nova";-;2;7;9
"290380 Boa Vista do Tupim";26;26;14;66
"290390 Bom Jesus da Lapa";70;94;55;219
"290395 Bom Jesus da Serra";1;1;-;2
"290400 Boninal";4;2;1;7
"290405 Bonito";1;2;-;3
"290410 Boquira";10;9;7;26
"290420 Botuporã";3;2;6;11
"290430 Brejões";23;17;14;54
"290460 Brumado";13;11;15;39
"290470 Buerarema";49;31;12;92
"290475 Buritirama";-;-;1;1
"290485 Cabaceiras do Paraguaçu";17;18;15;50
"290490 Cachoeira";36;27;16;79
"290500 Caculé";7;12;9;28
"290510 Caém";1;1;2;4
"290515 Caetanos";1;1;-;2
"290520 Caetité";21;27;25;73
"290530 Cafarnaum";3;-;-;3
"290540 Cairu";4;1;2;7
"290550 Caldeirão Grande";17;5;2;24
"290560 Camacan";32;19;28;79
"290570 Camaçari";104;107;103;314
"290580 Camamu";15;13;3;31
