 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 1 a 4 anos
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"330200 Itaguaí";12;18;12;42
"330205 Italva";1;2;1;4
"330210 Itaocara";-;1;1;2
"330220 Itaperuna";7;10;3;20
"330225 Itatiaia";-;1;1;2
"330227 Japeri";12;16;12;40
"330230 Laje do Muriaé";-;1;-;1
"330240 Macaé";7;8;11;26
"330250 Magé";32;42;25;99
"330260 Mangaratiba";2;3;1;6
"330270 Maricá";4;5;7;16
"330280 Mendes";2;-;3;5
"330290 Miguel Pereira";2;1;4;7
"330300 Miracema";3;2;4;9
"330310 Natividade";2;-;1;3
"330320 Nilópolis";15;13;12;40
"330330 Niterói";38;16;31;85
"330340 Nova Friburgo";6;15;10;31
"330350 Nova Iguaçu";119;104;76;299
"330360 Paracambi";2;4;3;9
"330370 Paraíba do Sul";1;4;2;7
"330380 Paraty";2;2;3;7
"330385 Paty do Alferes";5;2;2;9
"330390 Petrópolis";27;32;26;85
"330400 Piraí";2;2;3;7
"330410 Porciúncula";4;2;1;7
"330412 Quatis";1;-;1;2
"330414 Queimados";17;14;11;42
"330420 Resende";4;16;7;27
"330430 Rio Bonito";4;4;1;9
"330440 Rio Claro";2;-;-;2
"330450 Rio das Flores";-;1;1;2
"330452 Rio das Ostras";4;3;3;10
"330455 Rio de Janeiro";367;408;350;1125
"330460 Santa Maria Madalena";-;1;-;1
"330470 Santo Antônio de Pádua";6;3;2;11
"330480 São Fidélis";3;2;1;6
"330490 São Gonçalo";61;75;47;183
"330500 São João da Barra";6;5;6;17
"330510 São João de Meriti";37;37;45;119
"330515 São José do Vale do Rio Preto";2;1;-;3
"330520 São Pedro da Aldeia";7;4;4;15
"330540 Sapucaia";-;4;-;4
"330550 Saquarema";6;8;3;17
"330560 Silva Jardim";3;5;2;10
"330570 Sumidouro";-;2;1;3
"330580 Teresópolis";15;17;14;46
"330590 Trajano de Moraes";1;-;1;2
"330600 Três Rios";5;5;6;16
"330610 Valença";6;3;4;13
"330615 Varre-Sai";1;-;3;4
"330620 Vassouras";5;2;-;7
"330630 Volta Redonda";30;17;8;55
"330000 Município ignorado - RJ";37;22;27;86
"350010 Adamantina";-;3;2;5
"350030 Aguaí";1;2;-;3
"350040 Águas da Prata";1;-;1;2
"350055 Águas de Santa Bárbara";1;-;1;2
"350060 Águas de São Pedro";-;1;-;1
"350070 Agudos";1;4;-;5
"350075 Alambari";1;-;-;1
"350100 Altinópolis";3;-;-;3
"350115 Alumínio";2;1;1;4
"350130 Álvares Machado";2;1;1;4
"350150 Alvinlândia";-;1;1;2
"350160 Americana";12;6;7;25
"350170 Américo Brasiliense";1;5;1;7
"350180 Américo de Campos";1;-;-;1
"350190 Amparo";3;1;3;7
"350210 Andradina";1;3;1;5
"350220 Angatuba";1;-;2;3
"350230 Anhembi";1;-;-;1
"350240 Anhumas";-;-;2;2
"350250 Aparecida";6;3;-;9
"350260 Aparecida d'Oeste";-;1;1;2
"350270 Apiaí";8;13;7;28
"350275 Araçariguama";1;-;3;4
"350280 Araçatuba";7;9;4;20
"350290 Araçoiaba da Serra";-;4;-;4
"350310 Arandu";1;2;2;5
"350315 Arapeí";-;-;2;2
"350320 Araraquara";6;8;10;24
"350330 Araras";9;4;2;15
"350340 Arealva";1;-;1;2
"350350 Areias";-;1;-;1
"350360 Areiópolis";-;3;-;3
"350380 Artur Nogueira";2;-;1;3
"350390 Arujá";4;5;1;10
"350395 Aspásia";-;1;-;1
"350400 Assis";5;3;-;8
"350410 Atibaia";7;11;9;27
"350420 Auriflama";-;-;3;3
"350430 Avaí";-;1;-;1
"350440 Avanhandava";-;1;1;2
"350450 Avaré";8;7;5;20
"350460 Bady Bassitt";-;1;-;1
"350480 Bálsamo";-;1;1;2
"350490 Bananal";-;2;1;3
"350500 Barão de Antonina";1;1;-;2
"350520 Bariri";1;1;1;3
"350530 Barra Bonita";3;1;2;6
"350535 Barra do Chapéu";2;-;-;2
"350540 Barra do Turvo";2;1;4;7
"350550 Barretos";7;11;8;26
"350560 Barrinha";1;2;4;7
"350570 Barueri";11;14;15;40
"350580 Bastos";-;1;-;1
"350590 Batatais";-;4;2;6
"350600 Bauru";10;13;15;38
"350610 Bebedouro";4;3;4;11
"350630 Bernardino de Campos";1;-;2;3
"350635 Bertioga";3;4;2;9
"350640 Bilac";1;-;-;1
"350650 Birigui";8;7;1;16
"350660 Biritiba-Mirim";5;5;4;14
"350670 Boa Esperança do Sul";1;-;1;2
"350690 Bofete";-;3;-;3
"350700 Boituva";4;1;2;7
"350710 Bom Jesus dos Perdões";-;1;-;1
"350715 Bom Sucesso de Itararé";1;-;1;2
"350740 Borborema";1;1;-;2
"350745 Borebi";-;1;-;1
"350750 Botucatu";4;12;2;18
"350760 Bragança Paulista";4;6;5;15
"350770 Braúna";-;1;-;1
"350780 Brodowski";-;1;1;2
"350790 Brotas";1;3;-;4
"350800 Buri";3;2;3;8
"350810 Buritama";-;-;1;1
"350840 Cabreúva";6;2;2;10
"350850 Caçapava";4;6;2;12
"350860 Cachoeira Paulista";1;2;2;5
"350870 Caconde";1;2;2;5
"350880 Cafelândia";-;1;-;1
"350890 Caiabu";-;1;-;1
"350900 Caieiras";5;6;1;12
"350920 Cajamar";4;3;3;10
"350925 Cajati";6;9;4;19
"350930 Cajobi";1;1;1;3
"350940 Cajuru";5;5;1;11
"350945 Campina do Monte Alegre";-;-;1;1
"350950 Campinas";56;53;54;163
"350960 Campo Limpo Paulista";9;6;8;23
"350970 Campos do Jordão";3;5;1;9
"350990 Cananéia";2;-;1;3
"351000 Cândido Mota";1;-;1;2
"351010 Cândido Rodrigues";-;1;-;1
"351015 Canitar";1;1;-;2
"351020 Capão Bonito";6;9;7;22
"351030 Capela do Alto";-;2;-;2
"351040 Capivari";7;3;4;14
"351050 Caraguatatuba";8;10;5;23
"351060 Carapicuíba";22;29;14;65
"351070 Cardoso";-;-;3;3
"351080 Casa Branca";-;-;3;3
"351100 Castilho";-;-;4;4
"351110 Catanduva";8;3;3;14
"351120 Catiguá";1;-;-;1
"351140 Cerqueira César";-;-;2;2
"351150 Cerquilho";3;1;-;4
"351160 Cesário Lange";-;1;1;2
"351170 Charqueada";1;1;-;2
"355720 Chavantes";-;1;1;2
"351200 Colina";3;3;-;6
"351210 Colômbia";-;-;1;1
"351220 Conchal";1;5;1;7
"351240 Cordeirópolis";-;-;3;3
"351250 Coroados";-;1;1;2
"351280 Cosmópolis";2;2;1;5
"351290 Cosmorama";1;-;2;3
"351300 Cotia";9;13;14;36
"351310 Cravinhos";3;2;2;7
"351320 Cristais Paulista";1;-;-;1
"351340 Cruzeiro";3;2;4;9
"351350 Cubatão";11;9;10;30
"351360 Cunha";3;-;2;5
"351370 Descalvado";1;1;2;4
"351380 Diadema";23;23;26;72
"351385 Dirce Reis";1;-;-;1
"351390 Divinolândia";-;-;1;1
"351400 Dobrada";-;2;-;2
"351410 Dois Córregos";1;5;5;11
"351430 Dourado";-;-;1;1
"351440 Dracena";-;4;-;4
"351450 Duartina";2;1;1;4
"351460 Dumont";-;-;1;1
"351470 Echaporã";1;-;-;1
"351480 Eldorado";2;6;4;12
"351490 Elias Fausto";3;1;1;5
"351495 Embaúba";-;-;1;1
"351500 Embu das Artes";17;20;18;55
"351510 Embu-Guaçu";5;5;7;17
"351512 Emilianópolis";-;1;1;2
"351515 Engenheiro Coelho";1;-;1;2
"351518 Espírito Santo do Pinhal";-;3;1;4
"351535 Euclides da Cunha Paulista";1;1;-;2
"351540 Fartura";1;-;1;2
"351560 Fernando Prestes";1;-;-;1
"351550 Fernandópolis";2;1;4;7
"351570 Ferraz de Vasconcelos";13;9;11;33
"351600 Flórida Paulista";-;1;1;2
"351620 Franca";11;8;10;29
"351630 Francisco Morato";15;12;10;37
"351640 Franco da Rocha";7;11;7;25
"351670 Garça";3;8;1;12
"351690 General Salgado";2;2;1;5
"351700 Getulina";-;1;1;2
"351710 Glicério";-;-;1;1
"351720 Guaiçara";1;-;1;2
"351730 Guaimbê";-;-;1;1
"351740 Guaíra";2;1;2;5
"351760 Guapiara";4;1;4;9
"351770 Guará";2;-;-;2
"351780 Guaraçaí";-;2;1;3
"351790 Guaraci";1;1;1;3
"351800 Guarani d'Oeste";1;-;1;2
"351810 Guarantã";-;-;1;1
"351820 Guararapes";-;4;1;5
"351830 Guararema";1;2;3;6
"351840 Guaratinguetá";13;11;6;30
"351850 Guareí";1;-;-;1
"351860 Guariba";7;6;2;15
"351870 Guarujá";28;18;22;68
"351880 Guarulhos";86;84;76;246
"351890 Guzolândia";-;1;-;1
"351900 Herculândia";1;1;-;2
"351905 Holambra";-;2;-;2
"351907 Hortolândia";3;15;13;31
"351910 Iacanga";-;-;1;1
"351920 Iacri";-;-;1;1
"351925 Iaras";1;-;-;1
"351930 Ibaté";-;2;-;2
"351940 Ibirá";-;-;1;1
"351950 Ibirarema";-;1;-;1
"351960 Ibitinga";4;3;3;10
"351970 Ibiúna";10;14;8;32
"351990 Iepê";1;-;-;1
"352000 Igaraçu do Tietê";5;2;1;8
"352010 Igarapava";-;2;1;3
"352020 Igaratá";-;3;1;4
"352030 Iguape";3;5;1;9
"352042 Ilha Comprida";1;-;-;1
"352044 Ilha Solteira";1;-;3;4
"352040 Ilhabela";2;-;3;5
"352050 Indaiatuba";10;13;12;35
"352070 Indiaporã";-;2;1;3
"352090 Ipaussu";3;2;3;8
"352100 Iperó";4;1;2;7
"352130 Ipuã";-;-;1;1
"352140 Iracemápolis";-;-;1;1
"352170 Itaberá";2;4;2;8
"352180 Itaí";2;1;3;6
"352190 Itajobi";1;-;1;2
"352210 Itanhaém";7;5;5;17
"352215 Itaóca";-;2;-;2
"352220 Itapecerica da Serra";9;10;15;34
"352230 Itapetininga";9;14;13;36
"352240 Itapeva";8;13;10;31
"352250 Itapevi";10;9;19;38
"352260 Itapira";3;1;1;5
"352265 Itapirapuã Paulista";-;1;-;1
"352270 Itápolis";1;2;3;6
"352280 Itaporanga";1;2;2;5
"352290 Itapuí";-;1;-;1
"352300 Itapura";-;-;1;1
"352310 Itaquaquecetuba";29;33;24;86
"352320 Itararé";12;13;10;35
"352330 Itariri";3;2;-;5
"352340 Itatiba";8;4;3;15
"352350 Itatinga";-;2;2;4
"352360 Itirapina";1;1;-;2
"352380 Itobi";-;1;-;1
"352390 Itu";12;11;7;30
"352400 Itupeva";2;1;4;7
"352410 Ituverava";-;2;2;4
"352420 Jaborandi";-;1;-;1
"352430 Jaboticabal";6;5;8;19
"352440 Jacareí";11;11;7;29
"352460 Jacupiranga";4;-;3;7
"352470 Jaguariúna";1;2;1;4
"352480 Jales";1;1;3;5
"352500 Jandira";1;8;8;17
"352510 Jardinópolis";1;6;2;9
"352520 Jarinu";2;-;2;4
"352530 Jaú";7;3;4;14
"352540 Jeriquara";1;1;-;2
"352550 Joanópolis";-;1;1;2
"352560 João Ramalho";1;-;1;2
"352570 José Bonifácio";-;-;1;1
"352580 Júlio Mesquita";-;1;-;1
"352590 Jundiaí";16;12;19;47
"352600 Junqueirópolis";1;-;2;3
"352610 Juquiá";2;3;1;6
"352620 Juquitiba";2;6;3;11
"352640 Laranjal Paulista";1;1;1;3
"352660 Lavrinhas";1;2;-;3
"352670 Leme";4;4;8;16
"352680 Lençóis Paulista";3;4;3;10
"352690 Limeira";7;8;9;24
"352700 Lindóia";1;1;-;2
"352710 Lins";5;4;3;12
"352720 Lorena";8;4;3;15
"352725 Lourdes";-;1;-;1
"352730 Louveira";-;1;3;4
"352740 Lucélia";-;1;1;2
"352760 Luís Antônio";2;1;-;3
"352770 Luiziânia";-;-;1;1
"352800 Macatuba";1;-;1;2
"352810 Macaubal";1;-;2;3
"352830 Magda";-;1;-;1
"352840 Mairinque";2;-;2;4
"352850 Mairiporã";5;5;2;12
"352860 Manduri";-;-;1;1
"352870 Marabá Paulista";-;3;-;3
"352880 Maracaí";-;-;1;1
"352885 Marapoama";1;-;-;1
"352900 Marília";9;16;7;32
"352920 Martinópolis";2;1;-;3
"352930 Matão";2;2;4;8
"352940 Mauá";20;20;28;68
"352970 Miguelópolis";2;1;1;4
"352980 Mineiros do Tietê";-;2;-;2
"352990 Miracatu";3;10;11;24
"353020 Mirante do Paranapanema";-;1;1;2
"353030 Mirassol";1;-;5;6
"353040 Mirassolândia";1;-;-;1
"353050 Mococa";3;2;-;5
"353060 Mogi das Cruzes";40;34;24;98
"353070 Mogi Guaçu";6;10;7;23
"353080 Mogi Mirim";5;4;2;11
"353110 Mongaguá";7;4;6;17
"353130 Monte Alto";1;3;-;4
"353140 Monte Aprazível";1;3;-;4
"353150 Monte Azul Paulista";1;3;-;4
"353180 Monte Mor";6;3;6;15
"353190 Morro Agudo";3;-;1;4
"353200 Morungaba";1;2;2;5
"353205 Motuca";1;-;-;1
"353230 Natividade da Serra";1;-;2;3
"353240 Nazaré Paulista";2;1;1;4
"353260 Nhandeara";1;-;1;2
"353282 Nova Campina";2;-;4;6
"353290 Nova Europa";2;-;-;2
"353300 Nova Granada";2;2;3;7
"353320 Nova Independência";-;1;-;1
"353330 Nova Luzitânia";-;1;1;2
"353340 Nova Odessa";2;1;1;4
"353350 Novo Horizonte";2;-;1;3
"353360 Nuporanga";-;-;3;3
"353370 Ocauçu";-;-;1;1
"353390 Olímpia";2;1;3;6
"353410 Oriente";-;-;1;1
"353420 Orindiúva";-;1;-;1
"353430 Orlândia";6;2;1;9
"353440 Osasco";41;42;48;131
"353460 Osvaldo Cruz";-;4;-;4
"353470 Ourinhos";6;6;4;16
"353480 Ouro Verde";-;2;-;2
"353490 Pacaembu";-;1;-;1
"353510 Palmares Paulista";-;-;1;1
"353530 Palmital";1;1;-;2
"353540 Panorama";2;1;-;3
"353550 Paraguaçu Paulista";6;3;1;10
"353560 Paraibuna";1;2;4;7
"353570 Paraíso";1;1;-;2
"353580 Paranapanema";-;3;-;3
"353590 Paranapuã";-;-;1;1
"353600 Parapuã";-;1;2;3
"353610 Pardinho";1;-;-;1
"353620 Pariquera-Açu";4;-;2;6
"353630 Patrocínio Paulista";-;1;1;2
"353650 Paulínia";1;2;2;5
"353660 Paulo de Faria";1;-;-;1
"353670 Pederneiras";2;2;4;8
"353680 Pedra Bela";-;-;1;1
"353690 Pedranópolis";2;-;-;2
"353700 Pedregulho";2;2;-;4
"353710 Pedreira";3;-;-;3
"353730 Penápolis";5;4;1;10
"353740 Pereira Barreto";3;2;2;7
"353750 Pereiras";-;1;-;1
"353760 Peruíbe";7;8;3;18
"353770 Piacatu";-;-;1;1
"353780 Piedade";4;5;4;13
"353790 Pilar do Sul";-;3;4;7
"353800 Pindamonhangaba";10;6;4;20
"353810 Pindorama";-;1;-;1
"353820 Pinhalzinho";1;1;-;2
"353830 Piquerobi";1;-;-;1
"353850 Piquete";1;1;3;5
"353860 Piracaia";2;3;2;7
"353870 Piracicaba";15;20;24;59
"353880 Piraju";1;2;1;4
"353890 Pirajuí";1;-;-;1
"353900 Pirangi";1;-;-;1
"353910 Pirapora do Bom Jesus";-;1;-;1
"353920 Pirapozinho";4;-;-;4
"353930 Pirassununga";1;2;4;7
"353940 Piratininga";1;-;1;2
"353950 Pitangueiras";2;1;1;4
"353970 Platina";2;1;-;3
"353980 Poá";8;11;9;28
"354000 Pompéia";-;1;-;1
"354010 Pongaí";-;-;1;1
"354020 Pontal";5;-;6;11
"354025 Pontalinda";1;1;-;2
"354040 Populina";1;1;1;3
"354050 Porangaba";-;1;1;2
"354060 Porto Feliz";10;-;1;11
"354070 Porto Ferreira";5;-;2;7
"354075 Potim";-;1;-;1
"354080 Potirendaba";-;-;2;2
"354090 Pradópolis";1;-;-;1
"354100 Praia Grande";15;14;14;43
"354110 Presidente Alves";-;1;-;1
"354120 Presidente Bernardes";-;-;1;1
"354130 Presidente Epitácio";3;3;-;6
"354140 Presidente Prudente";10;6;11;27
"354150 Presidente Venceslau";-;-;2;2
"354160 Promissão";-;1;3;4
"354170 Quatá";2;1;-;3
"354190 Queluz";1;-;-;1
"354200 Quintana";-;1;-;1
"354210 Rafard";1;-;1;2
"354220 Rancharia";2;3;1;6
"354240 Regente Feijó";1;-;-;1
"354250 Reginópolis";-;-;1;1
"354260 Registro";5;6;7;18
"354280 Ribeira";1;-;-;1
"354290 Ribeirão Bonito";-;-;2;2
"354300 Ribeirão Branco";8;2;5;15
"354325 Ribeirão Grande";-;-;2;2
"354330 Ribeirão Pires";7;4;5;16
"354340 Ribeirão Preto";23;23;43;89
"354360 Rifaina";-;-;1;1
"354370 Rincão";1;1;1;3
"354380 Rinópolis";2;-;-;2
"354390 Rio Claro";10;8;12;30
"354400 Rio das Pedras";3;-;3;6
"354410 Rio Grande da Serra";3;3;5;11
"354420 Riolândia";2;-;-;2
"354350 Riversul";1;3;1;5
"354425 Rosana";-;1;1;2
"354430 Roseira";-;2;-;2
"354460 Sabino";-;1;-;1
"354470 Sagres";-;1;-;1
"354480 Sales";-;-;2;2
"354500 Salesópolis";1;2;1;4
"354515 Saltinho";2;-;-;2
"354520 Salto";9;5;4;18
"354530 Salto de Pirapora";2;3;3;8
"354540 Salto Grande";1;1;-;2
"354560 Santa Adélia";2;1;-;3
"354580 Santa Bárbara d'Oeste";3;4;3;10
"354600 Santa Branca";1;1;-;2
"354610 Santa Clara d'Oeste";1;-;-;1
"354630 Santa Cruz das Palmeiras";3;-;3;6
"354640 Santa Cruz do Rio Pardo";3;4;2;9
"354650 Santa Ernestina";-;1;1;2
"354660 Santa Fé do Sul";-;-;1;1
"354670 Santa Gertrudes";-;1;-;1
"354680 Santa Isabel";8;5;6;19
"354690 Santa Lúcia";2;-;-;2
"354740 Santa Rita d'Oeste";1;1;-;2
"354750 Santa Rita do Passa Quatro";3;-;1;4
"354760 Santa Rosa de Viterbo";2;2;1;5
"354730 Santana de Parnaíba";3;4;5;12
"354770 Santo Anastácio";-;-;4;4
"354780 Santo André";39;28;32;99
"354805 Santo Antônio do Aracanguá";-;1;-;1
"354810 Santo Antônio do Jardim";-;1;-;1
"354820 Santo Antônio do Pinhal";-;1;1;2
"354850 Santos";29;26;21;76
"354860 São Bento do Sapucaí";-;1;1;2
"354870 São Bernardo do Campo";45;36;40;121
"354880 São Caetano do Sul";8;3;11;22
"354890 São Carlos";7;7;10;24
"354910 São João da Boa Vista";2;7;2;11
"354940 São Joaquim da Barra";3;2;2;7
"354950 São José da Bela Vista";-;-;1;1
"354970 São José do Rio Pardo";9;2;7;18
"354980 São José do Rio Preto";12;16;21;49
"354990 São José dos Campos";27;31;36;94
"355000 São Luís do Paraitinga";1;-;-;1
"355010 São Manuel";2;4;9;15
"355020 São Miguel Arcanjo";1;4;4;9
"355030 São Paulo";693;712;729;2134
"355040 São Pedro";1;3;1;5
"355050 São Pedro do Turvo";4;-;1;5
"355060 São Roque";2;5;4;11
"355070 São Sebastião";10;8;5;23
"355080 São Sebastião da Grama";2;1;2;5
"355090 São Simão";-;2;-;2
"355100 São Vicente";27;17;27;71
"355120 Sarutaiá";1;-;-;1
"355140 Serra Azul";2;2;1;5
"355160 Serra Negra";2;3;-;5
"355150 Serrana";1;3;3;7
"355170 Sertãozinho";7;6;6;19
"355180 Sete Barras";1;1;3;5
"355190 Severínia";-;-;1;1
"355210 Socorro";1;5;1;7
"355220 Sorocaba";30;24;29;83
"355230 Sud Mennucci";-;1;-;1
"355240 Sumaré";12;17;17;46
"355250 Suzano";19;14;14;47
"355260 Tabapuã";1;-;-;1
"355270 Tabatinga";-;1;-;1
"355280 Taboão da Serra";21;11;14;46
"355290 Taciba";-;1;-;1
"355300 Taguaí";1;1;-;2
"355310 Taiaçu";1;-;-;1
"355320 Taiúva";1;-;-;1
"355330 Tambaú";2;1;-;3
"355340 Tanabi";1;-;5;6
"355350 Tapiraí";1;-;-;1
"355360 Tapiratiba";1;2;1;4
"355370 Taquaritinga";2;6;1;9
"355380 Taquarituba";3;-;3;6
"355385 Taquarivaí";1;-;-;1
"355390 Tarabai";1;-;-;1
"355395 Tarumã";1;-;2;3
"355400 Tatuí";6;3;6;15
"355410 Taubaté";13;13;18;44
"355420 Tejupá";1;-;-;1
"355430 Teodoro Sampaio";-;2;1;3
"355440 Terra Roxa";-;-;1;1
"355450 Tietê";4;2;2;8
"355470 Torrinha";1;-;2;3
"355480 Tremembé";3;1;2;6
"355500 Tupã";2;5;4;11
"355520 Turiúba";2;-;-;2
"355530 Turmalina";-;-;1;1
"355540 Ubatuba";4;9;3;16
"355550 Ubirajara";-;1;-;1
"355610 Valentim Gentil";-;-;1;1
"355620 Valinhos";4;2;2;8
"355630 Valparaíso";-;1;-;1
"355635 Vargem";1;-;-;1
"355640 Vargem Grande do Sul";2;1;2;5
"355645 Vargem Grande Paulista";-;2;5;7
"355650 Várzea Paulista";5;3;5;13
"355660 Vera Cruz";-;1;-;1
"355670 Vinhedo";2;1;4;7
"355680 Viradouro";2;2;1;5
"355700 Votorantim";16;2;2;20
"355710 Votuporanga";5;2;4;11
"350000 Município ignorado - SP";3;-;-;3
"410010 Abatiá";1;-;2;3
"410020 Adrianópolis";2;1;1;4
"410030 Agudos do Sul";-;1;-;1
"410040 Almirante Tamandaré";13;14;11;38
"410060 Alto Paraná";1;1;2;4
"410070 Alto Piquiri";2;1;-;3
"410050 Altônia";1;3;-;4
"410080 Alvorada do Sul";-;1;-;1
"410100 Ampére";-;-;2;2
"410110 Andirá";2;-;1;3
"410115 Ângulo";1;1;-;2
"410120 Antonina";5;2;3;10
"410140 Apucarana";1;5;11;17
"410150 Arapongas";3;2;7;12
"410160 Arapoti";3;4;3;10
"410170 Araruna";2;1;-;3
"410180 Araucária";9;7;10;26
"410190 Assaí";-;2;2;4
"410200 Assis Chateaubriand";2;2;-;4
"410210 Astorga";2;1;3;6
"410230 Balsa Nova";-;-;1;1
"410240 Bandeirantes";4;6;3;13
"410250 Barbosa Ferraz";4;2;1;7
"410260 Barracão";-;2;1;3
"410280 Bela Vista do Paraíso";1;1;2;4
"410290 Bituruna";3;3;2;8
"410300 Boa Esperança";-;1;1;2
"410302 Boa Esperança do Iguaçu";-;-;1;1
"410305 Boa Vista da Aparecida";-;2;1;3
"410310 Bocaiúva do Sul";2;-;2;4
"410322 Bom Sucesso do Sul";-;-;1;1
"410335 Braganey";2;-;-;2
"410345 Cafelândia";1;-;-;1
"410347 Cafezal do Sul";1;-;1;2
"410360 Cambará";-;3;2;5
"410370 Cambé";7;7;2;16
"410380 Cambira";-;2;-;2
"410390 Campina da Lagoa";1;2;3;6
"410400 Campina Grande do Sul";3;4;1;8
"410405 Campo Bonito";-;1;2;3
"410410 Campo do Tenente";-;2;1;3
"410420 Campo Largo";11;6;2;19
"410430 Campo Mourão";8;18;8;34
"410440 Cândido de Abreu";1;-;3;4
"410442 Candói";3;4;3;10
"410445 Cantagalo";5;2;1;8
"410450 Capanema";2;-;-;2
"410460 Capitão Leônidas Marques";1;3;-;4
"410470 Carlópolis";-;-;1;1
"410480 Cascavel";19;25;17;61
"410490 Castro";13;14;7;34
"410500 Catanduvas";1;1;3;5
"410510 Centenário do Sul";1;1;2;4
"410520 Cerro Azul";7;2;3;12
"410530 Céu Azul";1;-;1;2
"410540 Chopinzinho";3;2;1;6
"410550 Cianorte";1;4;4;9
"410560 Cidade Gaúcha";-;1;1;2
"410570 Clevelândia";1;1;1;3
"410580 Colombo";15;26;10;51
"410590 Colorado";1;-;-;1
"410610 Conselheiro Mairinck";-;1;-;1
"410620 Contenda";1;1;1;3
"410630 Corbélia";5;1;2;8
"410640 Cornélio Procópio";1;4;1;6
"410650 Coronel Vivida";2;4;4;10
"410655 Corumbataí do Sul";1;2;-;3
"410680 Cruz Machado";1;2;1;4
"410660 Cruzeiro do Oeste";2;3;1;6
"410670 Cruzeiro do Sul";1;-;-;1
"410690 Curitiba";101;97;80;278
"410700 Curiúva";1;4;3;8
"410710 Diamante do Norte";1;1;-;2
"410720 Dois Vizinhos";2;2;1;5
"410725 Douradina";-;1;-;1
"410740 Enéas Marques";-;1;-;1
"410750 Engenheiro Beltrão";-;2;-;2
"410755 Farol";-;2;-;2
"410760 Faxinal";1;4;3;8
"410765 Fazenda Rio Grande";9;5;5;19
"410770 Fênix";1;-;-;1
"410775 Figueira";1;1;1;3
"410785 Flor da Serra do Sul";-;-;1;1
"410800 Florestópolis";-;-;1;1
"410820 Formosa do Oeste";1;-;-;1
"410830 Foz do Iguaçu";13;26;20;59
"410840 Francisco Beltrão";2;6;2;10
"410850 General Carneiro";2;2;2;6
"410855 Godoy Moreira";1;-;-;1
"410860 Goioerê";2;3;2;7
"410870 Grandes Rios";2;1;3;6
"410880 Guaíra";6;5;1;12
"410930 Guaraniaçu";5;4;3;12
"410940 Guarapuava";31;41;28;100
"410950 Guaraqueçaba";3;-;3;6
"410960 Guaratuba";3;3;7;13
"410970 Ibaiti";10;4;2;16
"410975 Ibema";1;-;-;1
"410980 Ibiporã";2;4;5;11
"410990 Icaraíma";2;1;1;4
"411000 Iguaraçu";1;-;-;1
"411005 Iguatu";1;-;-;1
"411010 Imbituva";6;5;4;15
"411020 Inácio Martins";3;4;-;7
"411030 Inajá";-;1;-;1
"411050 Ipiranga";-;2;4;6
"411060 Iporã";2;4;1;7
"411070 Irati";5;4;5;14
"411080 Iretama";1;1;-;2
"411100 Itambaracá";-;1;-;1
"411120 Itapejara d'Oeste";-;1;-;1
"411125 Itaperuçu";1;4;4;9
"411130 Itaúna do Sul";-;-;2;2
"411140 Ivaí";2;2;-;4
"411150 Ivaiporã";8;3;6;17
"411155 Ivaté";-;-;2;2
"411160 Ivatuba";-;-;1;1
"411170 Jaboti";2;-;2;4
"411180 Jacarezinho";3;7;6;16
"411190 Jaguapitã";1;1;-;2
"411200 Jaguariaíva";2;4;4;10
"411210 Jandaia do Sul";3;1;1;5
"411220 Janiópolis";-;2;4;6
"411230 Japira";-;-;1;1
"411250 Jardim Alegre";-;-;3;3
"411270 Jataizinho";-;2;2;4
"411275 Jesuítas";-;-;3;3
"411280 Joaquim Távora";1;1;-;2
"411295 Juranda";-;-;1;1
"411320 Lapa";3;6;4;13
"411325 Laranjal";3;-;-;3
"411330 Laranjeiras do Sul";4;7;8;19
"411345 Lindoeste";3;-;-;3
"411350 Loanda";1;3;-;4
"411370 Londrina";31;19;26;76
"411373 Luiziana";1;2;1;4
"411375 Lunardelli";1;2;1;4
"411380 Lupionópolis";-;-;1;1
"411390 Mallet";-;1;-;1
"411400 Mamborê";-;2;-;2
"411410 Mandaguaçu";1;1;2;4
"411420 Mandaguari";2;6;1;9
"411430 Mandirituba";3;1;1;5
"411440 Mangueirinha";4;3;1;8
"411450 Manoel Ribas";3;3;3;9
"411460 Marechal Cândido Rondon";3;2;3;8
"411470 Maria Helena";1;-;-;1
"411480 Marialva";1;1;-;2
"411490 Marilândia do Sul";-;3;1;4
"411510 Mariluz";3;2;5;10
"411520 Maringá";10;15;10;35
"411530 Mariópolis";2;-;1;3
"411535 Maripá";-;2;-;2
"411540 Marmeleiro";-;-;1;1
"411550 Marumbi";1;-;1;2
"411560 Matelândia";2;1;1;4
"411570 Matinhos";1;2;2;5
"411575 Mauá da Serra";-;2;1;3
"411580 Medianeira";5;7;2;14
"411590 Mirador";-;2;-;2
"411600 Miraselva";-;-;1;1
"411605 Missal";1;1;1;3
"411610 Moreira Sales";3;1;-;4
"411620 Morretes";3;2;1;6
"411630 Munhoz de Melo";-;-;1;1
"411670 Nova Aurora";-;1;3;4
"411680 Nova Cantu";-;3;3;6
"411690 Nova Esperança";1;1;1;3
"411700 Nova Fátima";1;1;1;3
"411705 Nova Laranjeiras";-;1;1;2
"411710 Nova Londrina";1;3;-;4
"411720 Nova Olímpia";-;1;-;1
